"","time","siteID","obs_flag","forecast","data_assimilation","statistic","gcc_90"
"1",2021-01-25,"HARV",2,1,0,"mean",0.343571090004097
"2",2021-01-25,"HARV",2,1,0,"sd",0.0260799870184334
"3",2021-01-26,"HARV",2,1,0,"mean",0.343368646187045
"4",2021-01-26,"HARV",2,1,0,"sd",0.0278658217534597
"5",2021-01-27,"HARV",2,1,0,"mean",0.343189568785068
"6",2021-01-27,"HARV",2,1,0,"sd",0.0273860162193644
"7",2021-01-28,"HARV",2,1,0,"mean",0.343453556939967
"8",2021-01-28,"HARV",2,1,0,"sd",0.027751091982028
"9",2021-01-29,"HARV",2,1,0,"mean",0.342893883662113
"10",2021-01-29,"HARV",2,1,0,"sd",0.0277988661415712
"11",2021-01-30,"HARV",2,1,0,"mean",0.341475843524535
"12",2021-01-30,"HARV",2,1,0,"sd",0.0272285358931496
"13",2021-01-31,"HARV",2,1,0,"mean",0.343565190250149
"14",2021-01-31,"HARV",2,1,0,"sd",0.0268395366501901
"15",2021-02-01,"HARV",2,1,0,"mean",0.344258883214106
"16",2021-02-01,"HARV",2,1,0,"sd",0.0278286362381445
"17",2021-02-02,"HARV",2,1,0,"mean",0.342846960342472
"18",2021-02-02,"HARV",2,1,0,"sd",0.0271005236539377
"19",2021-02-03,"HARV",2,1,0,"mean",0.343844041187018
"20",2021-02-03,"HARV",2,1,0,"sd",0.0271715254534261
"21",2021-02-04,"HARV",2,1,0,"mean",0.342767698654352
"22",2021-02-04,"HARV",2,1,0,"sd",0.0273351584729595
"23",2021-02-05,"HARV",2,1,0,"mean",0.343619498147971
"24",2021-02-05,"HARV",2,1,0,"sd",0.0271850220710609
"25",2021-02-06,"HARV",2,1,0,"mean",0.34274423559779
"26",2021-02-06,"HARV",2,1,0,"sd",0.0274148616517717
"27",2021-02-07,"HARV",2,1,0,"mean",0.343818108428967
"28",2021-02-07,"HARV",2,1,0,"sd",0.0283425508033279
"29",2021-02-08,"HARV",2,1,0,"mean",0.343034455393869
"30",2021-02-08,"HARV",2,1,0,"sd",0.0258996276866007
"31",2021-02-09,"HARV",2,1,0,"mean",0.342647749172773
"32",2021-02-09,"HARV",2,1,0,"sd",0.0258713914755107
"33",2021-02-10,"HARV",2,1,0,"mean",0.341094098489181
"34",2021-02-10,"HARV",2,1,0,"sd",0.0283825581236143
"35",2021-02-11,"HARV",2,1,0,"mean",0.34184926815751
"36",2021-02-11,"HARV",2,1,0,"sd",0.0273432498355459
"37",2021-02-12,"HARV",2,1,0,"mean",0.341561296597521
"38",2021-02-12,"HARV",2,1,0,"sd",0.0272871096390754
"39",2021-02-13,"HARV",2,1,0,"mean",0.342310532069042
"40",2021-02-13,"HARV",2,1,0,"sd",0.0272886494236685
"41",2021-02-14,"HARV",2,1,0,"mean",0.343287210455277
"42",2021-02-14,"HARV",2,1,0,"sd",0.027904867416938
"43",2021-02-15,"HARV",2,1,0,"mean",0.343885599448571
"44",2021-02-15,"HARV",2,1,0,"sd",0.0274056951477168
"45",2021-02-16,"HARV",2,1,0,"mean",0.343145886424012
"46",2021-02-16,"HARV",2,1,0,"sd",0.0283107491855045
"47",2021-02-17,"HARV",2,1,0,"mean",0.34368522565495
"48",2021-02-17,"HARV",2,1,0,"sd",0.0265466374042757
"49",2021-02-18,"HARV",2,1,0,"mean",0.344155620109041
"50",2021-02-18,"HARV",2,1,0,"sd",0.0269153277219843
"51",2021-02-19,"HARV",2,1,0,"mean",0.343031040125105
"52",2021-02-19,"HARV",2,1,0,"sd",0.0274560100057443
"53",2021-02-20,"HARV",2,1,0,"mean",0.343105177602477
"54",2021-02-20,"HARV",2,1,0,"sd",0.0274951688128152
"55",2021-02-21,"HARV",2,1,0,"mean",0.342677931197704
"56",2021-02-21,"HARV",2,1,0,"sd",0.02803124457031
"57",2021-02-22,"HARV",2,1,0,"mean",0.343656461737219
"58",2021-02-22,"HARV",2,1,0,"sd",0.0272429709527668
"59",2021-02-23,"HARV",2,1,0,"mean",0.341922645140987
"60",2021-02-23,"HARV",2,1,0,"sd",0.0272867019230681
"61",2021-02-24,"HARV",2,1,0,"mean",0.343816501433626
"62",2021-02-24,"HARV",2,1,0,"sd",0.0268422191267108
"63",2021-02-25,"HARV",2,1,0,"mean",0.343703997105874
"64",2021-02-25,"HARV",2,1,0,"sd",0.0282774173538313
"65",2021-02-26,"HARV",2,1,0,"mean",0.343412823540876
"66",2021-02-26,"HARV",2,1,0,"sd",0.0283956979688969
"67",2021-02-27,"HARV",2,1,0,"mean",0.342810584743829
"68",2021-02-27,"HARV",2,1,0,"sd",0.0268250509442805
"69",2021-02-28,"HARV",2,1,0,"mean",0.344175202111299
"70",2021-02-28,"HARV",2,1,0,"sd",0.0271678219649762
"71",2021-01-25,"BART",2,1,0,"mean",0.342943483477706
"72",2021-01-25,"BART",2,1,0,"sd",0.0276369898795837
"73",2021-01-26,"BART",2,1,0,"mean",0.343468953534702
"74",2021-01-26,"BART",2,1,0,"sd",0.0266895343678331
"75",2021-01-27,"BART",2,1,0,"mean",0.343809236122589
"76",2021-01-27,"BART",2,1,0,"sd",0.0289605018368583
"77",2021-01-28,"BART",2,1,0,"mean",0.343670535036204
"78",2021-01-28,"BART",2,1,0,"sd",0.0277204434399406
"79",2021-01-29,"BART",2,1,0,"mean",0.342693814293998
"80",2021-01-29,"BART",2,1,0,"sd",0.028018940367962
"81",2021-01-30,"BART",2,1,0,"mean",0.342299825279377
"82",2021-01-30,"BART",2,1,0,"sd",0.0269112688770041
"83",2021-01-31,"BART",2,1,0,"mean",0.341933395141033
"84",2021-01-31,"BART",2,1,0,"sd",0.0269787934050958
"85",2021-02-01,"BART",2,1,0,"mean",0.342959771815677
"86",2021-02-01,"BART",2,1,0,"sd",0.027791605213791
"87",2021-02-02,"BART",2,1,0,"mean",0.341698294779896
"88",2021-02-02,"BART",2,1,0,"sd",0.0274593278390987
"89",2021-02-03,"BART",2,1,0,"mean",0.34227511397791
"90",2021-02-03,"BART",2,1,0,"sd",0.0264555471930099
"91",2021-02-04,"BART",2,1,0,"mean",0.342101107509584
"92",2021-02-04,"BART",2,1,0,"sd",0.0273115502032654
"93",2021-02-05,"BART",2,1,0,"mean",0.34232764796153
"94",2021-02-05,"BART",2,1,0,"sd",0.0288583326599715
"95",2021-02-06,"BART",2,1,0,"mean",0.342789101719531
"96",2021-02-06,"BART",2,1,0,"sd",0.0274878646686292
"97",2021-02-07,"BART",2,1,0,"mean",0.342517118558972
"98",2021-02-07,"BART",2,1,0,"sd",0.0269872217728196
"99",2021-02-08,"BART",2,1,0,"mean",0.343998863260855
"100",2021-02-08,"BART",2,1,0,"sd",0.0273489155987143
"101",2021-02-09,"BART",2,1,0,"mean",0.342110848334157
"102",2021-02-09,"BART",2,1,0,"sd",0.0279497598025145
"103",2021-02-10,"BART",2,1,0,"mean",0.342932364119895
"104",2021-02-10,"BART",2,1,0,"sd",0.0272828081879444
"105",2021-02-11,"BART",2,1,0,"mean",0.344008465282703
"106",2021-02-11,"BART",2,1,0,"sd",0.0273050526862024
"107",2021-02-12,"BART",2,1,0,"mean",0.343048862596992
"108",2021-02-12,"BART",2,1,0,"sd",0.0274522316351181
"109",2021-02-13,"BART",2,1,0,"mean",0.342797437472828
"110",2021-02-13,"BART",2,1,0,"sd",0.027048404255873
"111",2021-02-14,"BART",2,1,0,"mean",0.341270955767907
"112",2021-02-14,"BART",2,1,0,"sd",0.0282209473582112
"113",2021-02-15,"BART",2,1,0,"mean",0.342194566504003
"114",2021-02-15,"BART",2,1,0,"sd",0.0272147208670936
"115",2021-02-16,"BART",2,1,0,"mean",0.343029571569409
"116",2021-02-16,"BART",2,1,0,"sd",0.0271457187787675
"117",2021-02-17,"BART",2,1,0,"mean",0.342413170691239
"118",2021-02-17,"BART",2,1,0,"sd",0.0276379427822098
"119",2021-02-18,"BART",2,1,0,"mean",0.344368827261016
"120",2021-02-18,"BART",2,1,0,"sd",0.0265689219276037
"121",2021-02-19,"BART",2,1,0,"mean",0.342691158953752
"122",2021-02-19,"BART",2,1,0,"sd",0.0273270196139629
"123",2021-02-20,"BART",2,1,0,"mean",0.342610319572633
"124",2021-02-20,"BART",2,1,0,"sd",0.0295828666036406
"125",2021-02-21,"BART",2,1,0,"mean",0.342437859053367
"126",2021-02-21,"BART",2,1,0,"sd",0.0277767050774768
"127",2021-02-22,"BART",2,1,0,"mean",0.342951922480484
"128",2021-02-22,"BART",2,1,0,"sd",0.0266043029804038
"129",2021-02-23,"BART",2,1,0,"mean",0.343066807489484
"130",2021-02-23,"BART",2,1,0,"sd",0.0275301796564295
"131",2021-02-24,"BART",2,1,0,"mean",0.343964624235646
"132",2021-02-24,"BART",2,1,0,"sd",0.0270706446558659
"133",2021-02-25,"BART",2,1,0,"mean",0.342504284258172
"134",2021-02-25,"BART",2,1,0,"sd",0.0279578890216501
"135",2021-02-26,"BART",2,1,0,"mean",0.344029429155324
"136",2021-02-26,"BART",2,1,0,"sd",0.0282976392255755
"137",2021-02-27,"BART",2,1,0,"mean",0.342523974251699
"138",2021-02-27,"BART",2,1,0,"sd",0.0275574133055608
"139",2021-02-28,"BART",2,1,0,"mean",0.34288876005121
"140",2021-02-28,"BART",2,1,0,"sd",0.0279212985871736
"141",2021-01-25,"SCBI",2,1,0,"mean",0.343178559657422
"142",2021-01-25,"SCBI",2,1,0,"sd",0.0264537260294652
"143",2021-01-26,"SCBI",2,1,0,"mean",0.344842161715237
"144",2021-01-26,"SCBI",2,1,0,"sd",0.0277947121047536
"145",2021-01-27,"SCBI",2,1,0,"mean",0.34330235118611
"146",2021-01-27,"SCBI",2,1,0,"sd",0.0272034209172018
"147",2021-01-28,"SCBI",2,1,0,"mean",0.34288633762383
"148",2021-01-28,"SCBI",2,1,0,"sd",0.0276644071137529
"149",2021-01-29,"SCBI",2,1,0,"mean",0.344017017512792
"150",2021-01-29,"SCBI",2,1,0,"sd",0.0286087998392079
"151",2021-01-30,"SCBI",2,1,0,"mean",0.342837306397151
"152",2021-01-30,"SCBI",2,1,0,"sd",0.0281452617840258
"153",2021-01-31,"SCBI",2,1,0,"mean",0.343136536586208
"154",2021-01-31,"SCBI",2,1,0,"sd",0.0282971627147926
"155",2021-02-01,"SCBI",2,1,0,"mean",0.342757267952869
"156",2021-02-01,"SCBI",2,1,0,"sd",0.0271013360479561
"157",2021-02-02,"SCBI",2,1,0,"mean",0.342757402650918
"158",2021-02-02,"SCBI",2,1,0,"sd",0.0271682034185964
"159",2021-02-03,"SCBI",2,1,0,"mean",0.342099014129691
"160",2021-02-03,"SCBI",2,1,0,"sd",0.02674250076337
"161",2021-02-04,"SCBI",2,1,0,"mean",0.342577318313018
"162",2021-02-04,"SCBI",2,1,0,"sd",0.0269446708494981
"163",2021-02-05,"SCBI",2,1,0,"mean",0.343824385017204
"164",2021-02-05,"SCBI",2,1,0,"sd",0.0272180138932281
"165",2021-02-06,"SCBI",2,1,0,"mean",0.343926713028863
"166",2021-02-06,"SCBI",2,1,0,"sd",0.0262297577676383
"167",2021-02-07,"SCBI",2,1,0,"mean",0.342914373965234
"168",2021-02-07,"SCBI",2,1,0,"sd",0.0277345597618994
"169",2021-02-08,"SCBI",2,1,0,"mean",0.342823823791698
"170",2021-02-08,"SCBI",2,1,0,"sd",0.0286423399714475
"171",2021-02-09,"SCBI",2,1,0,"mean",0.343163441722064
"172",2021-02-09,"SCBI",2,1,0,"sd",0.0272387490976925
"173",2021-02-10,"SCBI",2,1,0,"mean",0.343704821497752
"174",2021-02-10,"SCBI",2,1,0,"sd",0.0276431688442223
"175",2021-02-11,"SCBI",2,1,0,"mean",0.343349888832715
"176",2021-02-11,"SCBI",2,1,0,"sd",0.0274410451171521
"177",2021-02-12,"SCBI",2,1,0,"mean",0.343333104213141
"178",2021-02-12,"SCBI",2,1,0,"sd",0.0270279540169329
"179",2021-02-13,"SCBI",2,1,0,"mean",0.341767907152332
"180",2021-02-13,"SCBI",2,1,0,"sd",0.0279476177053916
"181",2021-02-15,"SCBI",2,1,0,"mean",0.342161503886282
"182",2021-02-15,"SCBI",2,1,0,"sd",0.0268160007141122
"183",2021-02-16,"SCBI",2,1,0,"mean",0.343572268504795
"184",2021-02-16,"SCBI",2,1,0,"sd",0.0275049423162358
"185",2021-02-17,"SCBI",2,1,0,"mean",0.342478734906261
"186",2021-02-17,"SCBI",2,1,0,"sd",0.0281137380334412
"187",2021-02-18,"SCBI",2,1,0,"mean",0.343877170286121
"188",2021-02-18,"SCBI",2,1,0,"sd",0.0270604479306557
"189",2021-02-19,"SCBI",2,1,0,"mean",0.342974627248501
"190",2021-02-19,"SCBI",2,1,0,"sd",0.0266797447074309
"191",2021-02-20,"SCBI",2,1,0,"mean",0.342392694154758
"192",2021-02-20,"SCBI",2,1,0,"sd",0.0265296489814475
"193",2021-02-21,"SCBI",2,1,0,"mean",0.342219891050791
"194",2021-02-21,"SCBI",2,1,0,"sd",0.0279612735202153
"195",2021-02-22,"SCBI",2,1,0,"mean",0.341340144331819
"196",2021-02-22,"SCBI",2,1,0,"sd",0.0281335453241222
"197",2021-02-23,"SCBI",2,1,0,"mean",0.342342756298593
"198",2021-02-23,"SCBI",2,1,0,"sd",0.0265908194788144
"199",2021-02-24,"SCBI",2,1,0,"mean",0.343666425476427
"200",2021-02-24,"SCBI",2,1,0,"sd",0.0274248285380855
"201",2021-02-25,"SCBI",2,1,0,"mean",0.344876083497754
"202",2021-02-25,"SCBI",2,1,0,"sd",0.0269813784250365
"203",2021-02-26,"SCBI",2,1,0,"mean",0.342648894245819
"204",2021-02-26,"SCBI",2,1,0,"sd",0.0274918699856199
"205",2021-02-27,"SCBI",2,1,0,"mean",0.3441778765311
"206",2021-02-27,"SCBI",2,1,0,"sd",0.0268501484152054
"207",2021-02-28,"SCBI",2,1,0,"mean",0.343782299081342
"208",2021-02-28,"SCBI",2,1,0,"sd",0.026954628174273
"209",2021-01-25,"STEI",2,1,0,"mean",0.342294304147377
"210",2021-01-25,"STEI",2,1,0,"sd",0.0288199681328497
"211",2021-01-26,"STEI",2,1,0,"mean",0.344025260373093
"212",2021-01-26,"STEI",2,1,0,"sd",0.0269173331037486
"213",2021-01-27,"STEI",2,1,0,"mean",0.342849369254155
"214",2021-01-27,"STEI",2,1,0,"sd",0.0276503206604487
"215",2021-01-28,"STEI",2,1,0,"mean",0.344417163197068
"216",2021-01-28,"STEI",2,1,0,"sd",0.0273606291092036
"217",2021-01-29,"STEI",2,1,0,"mean",0.342494630743256
"218",2021-01-29,"STEI",2,1,0,"sd",0.0273381871610208
"219",2021-01-30,"STEI",2,1,0,"mean",0.342479497250135
"220",2021-01-30,"STEI",2,1,0,"sd",0.0252455514145968
"221",2021-01-31,"STEI",2,1,0,"mean",0.343395692849002
"222",2021-01-31,"STEI",2,1,0,"sd",0.0273493579140166
"223",2021-02-01,"STEI",2,1,0,"mean",0.342513305409532
"224",2021-02-01,"STEI",2,1,0,"sd",0.0278257342706233
"225",2021-02-02,"STEI",2,1,0,"mean",0.344228793916789
"226",2021-02-02,"STEI",2,1,0,"sd",0.0271160314348602
"227",2021-02-03,"STEI",2,1,0,"mean",0.341989522416805
"228",2021-02-03,"STEI",2,1,0,"sd",0.0276777607292882
"229",2021-02-04,"STEI",2,1,0,"mean",0.342753460284805
"230",2021-02-04,"STEI",2,1,0,"sd",0.0277570451144654
"231",2021-02-05,"STEI",2,1,0,"mean",0.34251988900021
"232",2021-02-05,"STEI",2,1,0,"sd",0.0275022698490793
"233",2021-02-06,"STEI",2,1,0,"mean",0.343707561899318
"234",2021-02-06,"STEI",2,1,0,"sd",0.0280402509679177
"235",2021-02-07,"STEI",2,1,0,"mean",0.343628785453216
"236",2021-02-07,"STEI",2,1,0,"sd",0.0279888986613031
"237",2021-02-08,"STEI",2,1,0,"mean",0.343702157072496
"238",2021-02-08,"STEI",2,1,0,"sd",0.0281862451796946
"239",2021-02-09,"STEI",2,1,0,"mean",0.343955821910091
"240",2021-02-09,"STEI",2,1,0,"sd",0.0281624283252812
"241",2021-02-10,"STEI",2,1,0,"mean",0.342421879351325
"242",2021-02-10,"STEI",2,1,0,"sd",0.0282978385015272
"243",2021-02-11,"STEI",2,1,0,"mean",0.3427391267477
"244",2021-02-11,"STEI",2,1,0,"sd",0.0267082545485481
"245",2021-02-12,"STEI",2,1,0,"mean",0.341925341774063
"246",2021-02-12,"STEI",2,1,0,"sd",0.0277728414193879
"247",2021-02-13,"STEI",2,1,0,"mean",0.343802560937674
"248",2021-02-13,"STEI",2,1,0,"sd",0.0285966165429531
"249",2021-02-14,"STEI",2,1,0,"mean",0.344867765418709
"250",2021-02-14,"STEI",2,1,0,"sd",0.0269501367334188
"251",2021-02-15,"STEI",2,1,0,"mean",0.344154073196122
"252",2021-02-15,"STEI",2,1,0,"sd",0.0276642704426453
"253",2021-02-16,"STEI",2,1,0,"mean",0.344101717826877
"254",2021-02-16,"STEI",2,1,0,"sd",0.0277845494909224
"255",2021-02-17,"STEI",2,1,0,"mean",0.344060792502991
"256",2021-02-17,"STEI",2,1,0,"sd",0.0276605728208663
"257",2021-02-18,"STEI",2,1,0,"mean",0.342633375109763
"258",2021-02-18,"STEI",2,1,0,"sd",0.0275656794587639
"259",2021-02-19,"STEI",2,1,0,"mean",0.342796474475961
"260",2021-02-19,"STEI",2,1,0,"sd",0.0270882661800461
"261",2021-02-20,"STEI",2,1,0,"mean",0.343775431667014
"262",2021-02-20,"STEI",2,1,0,"sd",0.0274218085412145
"263",2021-02-21,"STEI",2,1,0,"mean",0.341308160745261
"264",2021-02-21,"STEI",2,1,0,"sd",0.0278008727180965
"265",2021-02-22,"STEI",2,1,0,"mean",0.342655278135407
"266",2021-02-22,"STEI",2,1,0,"sd",0.0276865137062016
"267",2021-02-23,"STEI",2,1,0,"mean",0.344413126716083
"268",2021-02-23,"STEI",2,1,0,"sd",0.027128664118353
"269",2021-02-24,"STEI",2,1,0,"mean",0.343439764975409
"270",2021-02-24,"STEI",2,1,0,"sd",0.0277585572935184
"271",2021-02-25,"STEI",2,1,0,"mean",0.343748347251567
"272",2021-02-25,"STEI",2,1,0,"sd",0.0265756110466238
"273",2021-02-26,"STEI",2,1,0,"mean",0.34288684868938
"274",2021-02-26,"STEI",2,1,0,"sd",0.0275058377638565
"275",2021-02-27,"STEI",2,1,0,"mean",0.342240806408029
"276",2021-02-27,"STEI",2,1,0,"sd",0.0269756038459513
"277",2021-02-28,"STEI",2,1,0,"mean",0.343015019000019
"278",2021-02-28,"STEI",2,1,0,"sd",0.0280471373280988
"279",2021-01-25,"UKFS",2,1,0,"mean",0.342551416749663
"280",2021-01-25,"UKFS",2,1,0,"sd",0.0269712561127335
"281",2021-01-26,"UKFS",2,1,0,"mean",0.34313253937261
"282",2021-01-26,"UKFS",2,1,0,"sd",0.0280675184666115
"283",2021-01-27,"UKFS",2,1,0,"mean",0.34222200299119
"284",2021-01-27,"UKFS",2,1,0,"sd",0.0274453866780375
"285",2021-01-28,"UKFS",2,1,0,"mean",0.34266895886547
"286",2021-01-28,"UKFS",2,1,0,"sd",0.0258829056962313
"287",2021-01-29,"UKFS",2,1,0,"mean",0.342412234720649
"288",2021-01-29,"UKFS",2,1,0,"sd",0.027030658666669
"289",2021-01-30,"UKFS",2,1,0,"mean",0.342264898363223
"290",2021-01-30,"UKFS",2,1,0,"sd",0.0278246874805035
"291",2021-01-31,"UKFS",2,1,0,"mean",0.343009118254421
"292",2021-01-31,"UKFS",2,1,0,"sd",0.0284528164335214
"293",2021-02-01,"UKFS",2,1,0,"mean",0.343653761840233
"294",2021-02-01,"UKFS",2,1,0,"sd",0.0273883678078183
"295",2021-02-02,"UKFS",2,1,0,"mean",0.341408601049321
"296",2021-02-02,"UKFS",2,1,0,"sd",0.0268606535873936
"297",2021-02-03,"UKFS",2,1,0,"mean",0.343679337279602
"298",2021-02-03,"UKFS",2,1,0,"sd",0.0278700561848297
"299",2021-02-04,"UKFS",2,1,0,"mean",0.342109862112429
"300",2021-02-04,"UKFS",2,1,0,"sd",0.0276246817373634
"301",2021-02-05,"UKFS",2,1,0,"mean",0.343699577732747
"302",2021-02-05,"UKFS",2,1,0,"sd",0.0269738664349831
"303",2021-02-06,"UKFS",2,1,0,"mean",0.344128349282484
"304",2021-02-06,"UKFS",2,1,0,"sd",0.0272389869174006
"305",2021-02-07,"UKFS",2,1,0,"mean",0.341239831416803
"306",2021-02-07,"UKFS",2,1,0,"sd",0.0270157741488621
"307",2021-02-08,"UKFS",2,1,0,"mean",0.343586922903899
"308",2021-02-08,"UKFS",2,1,0,"sd",0.0279927335164546
"309",2021-02-09,"UKFS",2,1,0,"mean",0.342675651636729
"310",2021-02-09,"UKFS",2,1,0,"sd",0.0280016043433693
"311",2021-02-10,"UKFS",2,1,0,"mean",0.343272799621959
"312",2021-02-10,"UKFS",2,1,0,"sd",0.0279483246328293
"313",2021-02-11,"UKFS",2,1,0,"mean",0.343054123486321
"314",2021-02-11,"UKFS",2,1,0,"sd",0.0278764938451459
"315",2021-02-13,"UKFS",2,1,0,"mean",0.343730655077524
"316",2021-02-13,"UKFS",2,1,0,"sd",0.0280094358188226
"317",2021-02-14,"UKFS",2,1,0,"mean",0.344861042942611
"318",2021-02-14,"UKFS",2,1,0,"sd",0.0275129134073496
"319",2021-02-15,"UKFS",2,1,0,"mean",0.342313830161426
"320",2021-02-15,"UKFS",2,1,0,"sd",0.0275568728891802
"321",2021-02-16,"UKFS",2,1,0,"mean",0.341846156959645
"322",2021-02-16,"UKFS",2,1,0,"sd",0.0270011352089473
"323",2021-02-18,"UKFS",2,1,0,"mean",0.341315517855984
"324",2021-02-18,"UKFS",2,1,0,"sd",0.0276216889991068
"325",2021-02-19,"UKFS",2,1,0,"mean",0.341982197175895
"326",2021-02-19,"UKFS",2,1,0,"sd",0.027443407303471
"327",2021-02-20,"UKFS",2,1,0,"mean",0.344120886231646
"328",2021-02-20,"UKFS",2,1,0,"sd",0.027473718983668
"329",2021-02-21,"UKFS",2,1,0,"mean",0.342598553865859
"330",2021-02-21,"UKFS",2,1,0,"sd",0.026704341833629
"331",2021-02-22,"UKFS",2,1,0,"mean",0.343483408239276
"332",2021-02-22,"UKFS",2,1,0,"sd",0.0270616252862971
"333",2021-02-23,"UKFS",2,1,0,"mean",0.3415497352218
